Filename,Author,Date
app/src/main/AndroidManifest.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z
app/src/main/AndroidManifest.xml,Artsem Kurantsou,2024-08-04T19:40:34Z
app/src/main/AndroidManifest.xml,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/AndroidManifest.xml,Deepak PK,2020-03-11T09:28:40Z
app/src/main/AndroidManifest.xml,Matthew Rollings,2020-02-03T20:42:40Z
app/src/main/AndroidManifest.xml,Daniel Kutik,2019-11-16T02:34:24Z
app/src/main/AndroidManifest.xml,Scott Alexander-Bown,2016-07-01T20:14:26Z
app/src/main/AndroidManifest.xml,Andy Barber,2016-07-01T14:40:45Z
app/src/main/AndroidManifest.xml,Scott Alexander-Bown,2015-10-01T15:20:16Z
app/src/main/AndroidManifest.xml,Alessandro Yuichi Okimoto,2015-10-01T12:26:13Z
app/src/main/AndroidManifest.xml,Scott Alexander-Bown,2015-06-26T15:50:40Z
app/src/main/AndroidManifest.xml,Scott Alexander-Bown,2015-06-19T09:05:10Z
app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,Scott Alexander-Bown,2024-09-12T10:16:21Z
app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,grubeli,2021-11-16T14:04:57Z
app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,Scott Alexander-Bown,2021-05-24T07:46:20Z
app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,Scott Alexander-Bown,2021-05-24T07:45:07Z
app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,Scott Alexander-Bown,2021-05-21T14:40:38Z
app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.kt,Scott Alexander-Bown,2024-09-12T10:16:21Z
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.kt,Artsem Kurantsou,2024-08-05T18:31:03Z
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.kt,Artsem Kurantsou,2024-08-04T19:40:34Z
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.kt,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/java/com/scottyab/rootbeer/sample/RootItemResult.kt,Scott Alexander-Bown,2024-09-12T10:16:21Z
app/src/main/java/com/scottyab/rootbeer/sample/RootItemResult.kt,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/java/com/scottyab/rootbeer/sample/RootSampleApp.kt,Scott Alexander-Bown,2024-09-12T10:16:21Z
app/src/main/java/com/scottyab/rootbeer/sample/RootSampleApp.kt,Artsem Kurantsou,2024-08-04T19:40:34Z
app/src/main/java/com/scottyab/rootbeer/sample/RootSampleApp.kt,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/java/com/scottyab/rootbeer/sample/extensions/ViewExtensions.kt,Scott Alexander-Bown,2024-09-12T10:16:21Z
app/src/main/java/com/scottyab/rootbeer/sample/extensions/ViewExtensions.kt,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/java/com/scottyab/rootbeer/sample/ui/ResultIconView.kt,Scott Alexander-Bown,2024-09-12T10:16:21Z
app/src/main/java/com/scottyab/rootbeer/sample/ui/ResultIconView.kt,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/java/com/scottyab/rootbeer/sample/ui/RootItemAdapter.kt,Scott Alexander-Bown,2024-09-12T10:16:21Z
app/src/main/java/com/scottyab/rootbeer/sample/ui/RootItemAdapter.kt,Artsem Kurantsou,2024-08-04T19:40:34Z
app/src/main/java/com/scottyab/rootbeer/sample/ui/RootItemAdapter.kt,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/java/com/scottyab/rootbeer/sample/ui/RootedResultTextView.kt,Scott Alexander-Bown,2024-09-12T10:16:21Z
app/src/main/java/com/scottyab/rootbeer/sample/ui/RootedResultTextView.kt,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/java/com/scottyab/rootbeer/sample/ui/ScopedActivity.kt,Scott Alexander-Bown,2024-09-12T10:16:21Z
app/src/main/java/com/scottyab/rootbeer/sample/ui/ScopedActivity.kt,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/res/drawable/ic_check_circle_green_24dp.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z
app/src/main/res/drawable/ic_check_circle_green_24dp.xml,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/res/drawable/ic_error_circle_outline_red_24dp.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z
app/src/main/res/drawable/ic_error_circle_outline_red_24dp.xml,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/res/drawable/ic_info_outline_white_24dp.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z
app/src/main/res/drawable/ic_info_outline_white_24dp.xml,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/res/drawable/ic_lock_open_white_24dp.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z
app/src/main/res/drawable/ic_lock_open_white_24dp.xml,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/res/layout/activity_main.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z
app/src/main/res/layout/activity_main.xml,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/res/layout/activity_main.xml,Deepak PK,2020-03-11T09:28:40Z
app/src/main/res/layout/activity_main.xml,Matthew Rollings,2020-02-03T20:42:40Z
app/src/main/res/layout/activity_main.xml,Daniel Kutik,2019-11-16T02:39:54Z
app/src/main/res/layout/activity_main.xml,Daniel Kutik,2019-11-16T02:34:24Z
app/src/main/res/layout/activity_main.xml,Matthew Rollings,2017-05-12T21:31:11Z
app/src/main/res/layout/activity_main.xml,Frieder Bluemle,2017-05-11T16:41:00Z
app/src/main/res/layout/activity_main.xml,Scott Alexander-Bown,2017-03-24T14:16:12Z
app/src/main/res/layout/activity_main.xml,Matthew Rollings,2017-03-24T13:41:16Z
app/src/main/res/layout/activity_main.xml,Andy Barber,2016-07-01T14:40:45Z
app/src/main/res/layout/activity_main.xml,Scott Alexander-Bown,2015-09-16T12:14:10Z
app/src/main/res/layout/activity_main.xml,Matthew Rollings,2015-06-30T15:06:34Z
app/src/main/res/layout/activity_main.xml,Scott Alexander-Bown,2015-06-30T14:59:24Z
app/src/main/res/layout/activity_main.xml,Scott Alexander-Bown,2015-06-29T13:06:14Z
app/src/main/res/layout/activity_main.xml,Scott Alexander-Bown,2015-06-19T09:05:10Z
app/src/main/res/layout/item_root_check.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z
app/src/main/res/layout/item_root_check.xml,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/res/menu/menu_main.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z
app/src/main/res/menu/menu_main.xml,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/res/menu/menu_main.xml,Andy Barber,2016-07-01T14:40:45Z
app/src/main/res/menu/menu_main.xml,Scott Alexander-Bown,2015-06-29T13:06:14Z
app/src/main/res/menu/menu_main.xml,Scott Alexander-Bown,2015-06-19T09:05:10Z
app/src/main/res/mipmap-anydpi-v26/ic_launcher.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z
app/src/main/res/mipmap-anydpi-v26/ic_launcher.xml,Scott Alexander-Bown,2021-05-08T16:42:23Z
app/src/main/res/mipmap-anydpi-v26/ic_launcher_round.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z
app/src/main/res/mipmap-anydpi-v26/ic_launcher_round.xml,Scott Alexander-Bown,2021-05-08T16:42:23Z
app/src/main/res/values/colors.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z
app/src/main/res/values/colors.xml,Scott Alexander-Bown,2016-07-01T14:26:07Z
app/src/main/res/values/colors.xml,Andy Barber,2016-07-01T14:40:45Z
app/src/main/res/values/colors.xml,Scott Alexander-Bown,2015-09-16T12:14:10Z
app/src/main/res/values/dimens.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z
app/src/main/res/values/dimens.xml,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/res/values/dimens.xml,Andy Barber,2016-07-01T14:40:45Z
app/src/main/res/values/dimens.xml,Scott Alexander-Bown,2015-06-19T09:05:10Z
app/src/main/res/values/strings.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z
app/src/main/res/values/strings.xml,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/res/values/strings.xml,Matthew Rollings,2017-05-12T21:31:11Z
app/src/main/res/values/strings.xml,Frieder Bluemle,2017-05-11T16:41:00Z
app/src/main/res/values/strings.xml,Andy Barber,2016-07-01T14:40:45Z
app/src/main/res/values/strings.xml,Scott Alexander-Bown,2015-06-29T13:06:14Z
app/src/main/res/values/strings.xml,Scott Alexander-Bown,2015-06-26T15:50:40Z
app/src/main/res/values/strings.xml,Scott Alexander-Bown,2015-06-19T09:05:10Z
app/src/main/res/values/styles.xml,Scott Alexander-Bown,2024-09-12T10:16:21Z
app/src/main/res/values/styles.xml,Matthew Rollings,2020-02-03T20:42:40Z
app/src/main/res/values/styles.xml,Daniel Kutik,2019-11-16T02:34:24Z
app/src/main/res/values/styles.xml,Andy Barber,2016-07-01T14:40:45Z
app/src/main/res/values/styles.xml,Scott Alexander-Bown,2015-06-19T09:05:10Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/Utils.java,Scott Alexander-Bown,2024-09-12T10:16:21Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/Utils.java,Scott Alexander-Bown,2021-05-08T14:18:37Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/Utils.java,Matthew Rollings,2019-03-14T12:24:58Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/Utils.java,Scott Alexander-Bown,2016-03-16T14:05:46Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/Utils.java,Mohammed Ezzat,2016-03-15T13:13:43Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/Utils.java,Scott Alexander-Bown,2015-06-30T14:14:08Z
gradle-mvn-push.gradle,Artsem Kurantsou,2024-08-05T19:38:36Z
gradle-mvn-push.gradle,Scott Alexander-Bown,2020-03-16T11:44:07Z
app/build.gradle,Artsem Kurantsou,2024-08-04T21:18:36Z
app/build.gradle,Artsem Kurantsou,2024-08-04T19:40:34Z
app/build.gradle,Scott Alexander-Bown,2021-05-21T14:40:38Z
app/build.gradle,Scott Alexander-Bown,2021-05-08T16:42:23Z
app/build.gradle,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/build.gradle,mat,2020-03-11T09:38:15Z
app/build.gradle,Matthew Rollings,2020-02-07T14:44:11Z
app/build.gradle,mat,2020-02-04T13:41:34Z
app/build.gradle,Matthew Rollings,2020-02-03T20:42:40Z
app/build.gradle,Daniel Kutik,2019-11-16T02:45:47Z
app/build.gradle,Daniel Kutik,2019-11-16T02:34:24Z
app/build.gradle,Matthew Rollings,2018-06-14T15:53:38Z
app/build.gradle,Matthew Rollings,2018-06-14T14:54:13Z
app/build.gradle,Matthew Rollings,2018-05-11T12:00:38Z
app/build.gradle,Matthew Rollings,2018-05-11T12:00:38Z
app/build.gradle,Scott Alexander-Bown,2017-03-29T11:25:16Z
app/build.gradle,Matthew Rollings,2017-03-24T14:49:14Z
app/build.gradle,matthew,2017-03-13T22:35:27Z
app/build.gradle,Matthew Rollings,2016-08-31T13:03:09Z
app/build.gradle,Sergey Valiulik,2016-07-07T08:48:51Z
app/build.gradle,Scott Alexander-Bown,2016-07-01T20:14:26Z
app/build.gradle,Andy Barber,2016-07-01T14:40:45Z
app/build.gradle,Scott Alexander-Bown,2016-03-14T21:04:13Z
app/build.gradle,Scott Alexander-Bown,2015-09-16T12:14:10Z
app/build.gradle,Scott Alexander-Bown,2015-06-26T15:50:40Z
app/build.gradle,Scott Alexander-Bown,2015-06-19T09:05:10Z
build.gradle,Artsem Kurantsou,2024-08-04T21:18:36Z
build.gradle,Artsem Kurantsou,2024-08-04T19:40:34Z
build.gradle,Scott Alexander-Bown,2021-05-22T13:42:21Z
build.gradle,Scott Alexander-Bown,2021-05-08T14:18:37Z
build.gradle,Matthew Rollings,2020-02-08T21:35:00Z
build.gradle,Matthew Rollings,2020-02-07T14:44:11Z
build.gradle,mat,2020-02-04T13:41:34Z
build.gradle,Matthew Rollings,2020-02-03T20:42:40Z
build.gradle,Daniel Kutik,2020-01-31T00:54:28Z
build.gradle,mat,2020-01-28T12:31:03Z
build.gradle,Daniel Kutik,2019-11-16T02:34:24Z
build.gradle,Matthew Rollings,2018-06-14T15:53:38Z
build.gradle,Matthew Rollings,2018-06-14T14:54:13Z
build.gradle,Matthew Rollings,2018-05-11T12:00:38Z
build.gradle,Matthew Rollings,2018-05-11T12:00:38Z
build.gradle,Frieder Bluemle,2017-08-19T16:20:33Z
build.gradle,Matthew Rollings,2017-05-12T21:31:11Z
build.gradle,Frieder Bluemle,2017-05-11T16:32:04Z
build.gradle,Matthew Rollings,2017-03-24T14:49:14Z
build.gradle,Scott Alexander-Bown,2017-03-24T14:09:59Z
build.gradle,matthew,2017-03-13T22:35:27Z
build.gradle,Matthew Rollings,2016-08-31T13:03:09Z
build.gradle,Sergey Valiulik,2016-07-07T08:48:51Z
build.gradle,Andy Barber,2016-07-01T14:40:45Z
build.gradle,Scott Alexander-Bown,2016-05-17T15:21:28Z
build.gradle,Scott Alexander-Bown,2015-06-30T15:51:16Z
build.gradle,Scott Alexander-Bown,2015-06-19T09:05:10Z
dependencies.gradle,Artsem Kurantsou,2024-08-04T21:18:36Z
dependencies.gradle,Artsem Kurantsou,2024-08-04T19:40:34Z
dependencies.gradle,Scott Alexander-Bown,2021-05-08T14:18:37Z
rootbeerlib/build.gradle,Artsem Kurantsou,2024-08-04T21:18:36Z
rootbeerlib/build.gradle,Artsem Kurantsou,2024-08-04T19:40:34Z
rootbeerlib/build.gradle,Scott Alexander-Bown,2021-05-22T13:42:21Z
rootbeerlib/build.gradle,Scott Alexander-Bown,2020-03-16T11:44:07Z
rootbeerlib/build.gradle,Matthew Rollings,2020-02-08T21:35:00Z
rootbeerlib/build.gradle,Matthew Rollings,2020-02-07T14:44:11Z
rootbeerlib/build.gradle,mat,2020-02-04T13:41:34Z
rootbeerlib/build.gradle,Matthew Rollings,2020-02-03T20:42:40Z
rootbeerlib/build.gradle,Daniel Kutik,2020-01-31T00:54:28Z
rootbeerlib/build.gradle,mat,2020-01-28T12:31:03Z
rootbeerlib/build.gradle,Daniel Kutik,2019-11-16T02:45:47Z
rootbeerlib/build.gradle,Daniel Kutik,2019-11-16T02:34:24Z
rootbeerlib/build.gradle,Matthew Rollings,2018-06-14T15:53:38Z
rootbeerlib/build.gradle,Matthew Rollings,2018-05-11T16:03:38Z
rootbeerlib/build.gradle,Matthew Rollings,2018-05-11T16:01:52Z
rootbeerlib/build.gradle,Matthew Rollings,2018-05-11T13:34:50Z
rootbeerlib/build.gradle,Matthew Rollings,2018-05-11T12:00:38Z
rootbeerlib/build.gradle,Matthew Rollings,2018-05-11T12:00:38Z
rootbeerlib/build.gradle,Matthew Rollings,2018-05-11T11:04:52Z
rootbeerlib/build.gradle,matthew,2017-10-31T18:57:32Z
rootbeerlib/build.gradle,Matthew Rollings,2017-05-12T21:31:11Z
rootbeerlib/build.gradle,Antonio,2017-05-02T11:42:25Z
rootbeerlib/build.gradle,Frieder Bluemle,2017-05-11T16:41:00Z
rootbeerlib/build.gradle,Antonio,2017-05-02T11:42:25Z
rootbeerlib/build.gradle,Matthew Rollings,2017-03-24T14:49:14Z
rootbeerlib/build.gradle,matthew,2017-03-13T22:35:27Z
rootbeerlib/build.gradle,Matthew Rollings,2016-08-31T13:03:09Z
rootbeerlib/build.gradle,Sergey Valiulik,2016-07-07T08:48:51Z
rootbeerlib/build.gradle,Scott Alexander-Bown,2015-06-30T15:51:16Z
rootbeerlib/build.gradle,Scott Alexander-Bown,2015-06-26T15:50:40Z
settings.gradle,Artsem Kurantsou,2024-08-04T21:18:36Z
settings.gradle,Scott Alexander-Bown,2015-06-26T15:50:40Z
settings.gradle,Scott Alexander-Bown,2015-06-19T09:05:10Z
rootbeerlib/src/main/AndroidManifest.xml,Artsem Kurantsou,2024-08-04T19:40:34Z
rootbeerlib/src/main/AndroidManifest.xml,Scott Alexander-Bown,2021-05-22T13:42:21Z
rootbeerlib/src/main/AndroidManifest.xml,Scott Alexander-Bown,2015-10-13T08:41:54Z
rootbeerlib/src/main/AndroidManifest.xml,Alessandro Yuichi Okimoto,2015-10-06T08:56:57Z
rootbeerlib/src/main/AndroidManifest.xml,Scott Alexander-Bown,2015-06-26T15:50:40Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,Matthew Rollings,2021-05-24T07:35:11Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,Scott Alexander-Bown,2021-05-08T14:18:37Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,Matthew Rollings,2019-03-14T12:24:58Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,Matthew Rollings,2017-03-29T11:18:37Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,Scott Alexander-Bown,2015-06-30T14:45:20Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,Matthew Rollings,2015-06-30T14:36:54Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,Scott Alexander-Bown,2015-06-30T14:14:20Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,Matthew Rollings,2015-06-30T14:14:02Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,Matthew Rollings,2015-06-26T15:57:05Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,Scott Alexander-Bown,2015-06-26T15:50:40Z
rootbeerlib/src/main/cpp/toolChecker.cpp,Scott Alexander-Bown,2021-05-22T13:42:21Z
rootbeerlib/src/main/cpp/toolChecker.h,Scott Alexander-Bown,2021-05-22T13:42:21Z
app/src/main/res/values/ic_launcher_background.xml,Scott Alexander-Bown,2021-05-08T16:42:23Z
app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,Matthew Rollings,2020-02-03T20:42:40Z
app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,Daniel Kutik,2019-11-16T02:39:54Z
app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,Matthew Rollings,2019-03-14T12:24:58Z
app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,Matthew Rollings,2018-03-20T17:57:33Z
app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,altvnv,2018-03-16T16:42:19Z
app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,Matthew Rollings,2017-03-29T11:18:37Z
app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,Matthew Rollings,2017-02-15T12:53:36Z
app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,Scott Alexander-Bown,2016-07-01T20:13:06Z
app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,Scott Alexander-Bown,2016-07-01T14:25:44Z
app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,Andy Barber,2016-07-01T14:40:45Z
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,Matthew Rollings,2020-02-03T20:42:40Z
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,Daniel Kutik,2019-11-16T02:34:24Z
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,Scott Alexander-Bown,2017-03-24T14:16:12Z
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,Matthew Rollings,2017-03-24T13:41:16Z
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,Scott Alexander-Bown,2016-07-01T20:13:52Z
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,Andy Barber,2016-07-01T14:40:45Z
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,Scott Alexander-Bown,2016-04-01T15:04:36Z
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,Mohammed Ezzat,2016-03-16T14:14:44Z
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,Scott Alexander-Bown,2015-09-16T12:14:10Z
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,Scott Alexander-Bown,2015-06-30T14:45:12Z
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,Scott Alexander-Bown,2015-06-30T14:14:08Z
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,Scott Alexander-Bown,2015-06-29T13:06:14Z
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,Scott Alexander-Bown,2015-06-26T15:50:40Z
app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java,Matthew Rollings,2020-02-03T20:42:40Z
app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java,Daniel Kutik,2019-11-16T02:39:54Z
app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java,Daniel Kutik,2019-11-16T02:34:24Z
app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java,Matthew Rollings,2017-05-12T21:31:11Z
app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java,Frieder Bluemle,2017-05-11T16:55:33Z
app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java,Andy Barber,2016-07-01T14:40:45Z
app/src/main/res/layout/content_main.xml,Scott Alexander-Bown,2021-05-08T14:18:37Z
